rollout/ep_len_mean,time/iterations,train/n_updates,train/entropy_loss,rollout/ep_rew_mean,train/policy_loss,time/time_elapsed,time/fps,train/value_loss,train/learning_rate,train/explained_variance,time/total_timesteps
944.1296296296297,100,99,-2.995426654815674,-252.64113892592593,-3.204355478286743,191,267,1.337673544883728,1.7541893487450798e-05,0.0821426510810852,51200
