time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,rollout/ep_rew_mean,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,rollout/ep_len_mean,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/learning_rate
29,13312,26,443,1.4474775791168213,-312.52937099999997,6.1182072e-06,0.5967923402786255,0.0,-0.14200067520141602,1000.1538461538462,0.11031655633456552,-0.00016621958639007062,-2.9882772296667097,250,1.7541893487450798e-05
31,13824,27,443,1.1103381372988224,-312.52937099999997,7.406343e-06,0.3501582741737366,0.0,-0.13369250297546387,1000.1538461538462,0.11031655633456552,-0.00027690091519616544,-2.988249757885933,260,1.7541893487450798e-05
32,14336,28,443,0.40792963076382877,-305.1967987142857,0.0005988333,0.1744222491979599,0.0,0.0026462674140930176,1001.9285714285714,0.11031655633456552,-0.0031001030700281264,-2.9885897606611254,270,1.7541893487450798e-05
33,14848,29,443,2.63781290948391,-305.1967987142857,0.00013248716,1.3856511116027832,0.0,-0.11608481407165527,1001.9285714285714,0.11031655633456552,-0.0012088934890925884,-2.9892974495887756,280,1.7541893487450798e-05
34,15360,30,443,0.867188636958599,-292.1640354666667,9.6304575e-06,0.34416890144348145,0.0,-0.25798916816711426,1003.4666666666667,0.11031655633456552,-0.00018109285447280853,-2.9896286845207216,290,1.7541893487450798e-05
35,15872,31,443,1.8767771273851395,-292.1640354666667,8.531078e-05,0.9869179725646973,0.0,-0.020298123359680176,1003.4666666666667,0.11031655633456552,-0.0011237476661335676,-2.990124207735062,300,1.7541893487450798e-05
36,16384,32,443,3.7677830189466475,-298.255970125,2.6255148e-06,1.5270001888275146,0.0,0.007556259632110596,1001.9375,0.11031655633456552,-1.017762115225196e-05,-2.9904283076524734,310,1.7541893487450798e-05
38,16896,33,442,11.889998799562454,-298.255970125,2.8416165e-05,6.529836654663086,0.0,-0.01728641986846924,1001.9375,0.11031655633456552,-0.0006751162465661765,-2.9902902960777284,320,1.7541893487450798e-05
39,17408,34,442,7.302546972036362,-295.1840524705882,8.6812186e-05,3.9600486755371094,0.0,0.004322648048400879,999.9411764705883,0.11031655633456552,-0.0011966872029006482,-2.9899297446012496,330,1.7541893487450798e-05
40,17920,35,442,4.624322172999382,-295.1840524705882,0.00020496582,3.386711359024048,0.0,-0.0016356706619262695,999.9411764705883,0.11031655633456552,-0.0017616878845728933,-2.990058106184006,340,1.7541893487450798e-05
41,18432,36,442,0.060913535871077326,-290.26324316666665,8.79945e-05,0.0017451243475079536,0.0,-0.4324687719345093,1001.7222222222222,0.11031655633456552,-0.0007569859910290689,-2.990428331494331,350,1.7541893487450798e-05
42,18944,37,442,1.8908861503005028,-290.26324316666665,1.8954976e-05,0.9580701589584351,0.0,-0.07729768753051758,1001.7222222222222,0.11031655633456552,-0.0005746355396695435,-2.9897117763757706,360,1.7541893487450798e-05
43,19456,38,442,0.018713346298318355,-283.792818,0.0010677942,-0.0013368716463446617,0.0,0.015817999839782715,1002.8421052631579,0.11031655633456552,-0.0041995574545580895,-2.9882640302181245,370,1.7541893487450798e-05
45,19968,39,442,1.2723413169384004,-283.792818,3.5142293e-05,0.49260011315345764,0.0,0.0749616026878357,1002.8421052631579,0.11031655633456552,-0.00030216430313885213,-2.9853076577186584,380,1.7541893487450798e-05
46,20480,40,442,0.4274358659982681,-276.20837605,9.741064e-05,0.19361701607704163,0.0,-0.04152727127075195,1004.15,0.11031655633456552,-0.0007374481298029423,-2.9850378721952437,390,1.7541893487450798e-05
47,20992,41,442,0.2451446944847703,-276.20837605,0.000282711,0.11917081475257874,0.0,0.02947312593460083,1004.15,0.11031655633456552,-0.0014938827836886049,-2.9842188000679015,400,1.7541893487450798e-05
48,21504,42,441,0.7464626967906952,-272.12247952380955,2.1676067e-05,0.22099050879478455,0.0,-0.2974048852920532,1004.6190476190476,0.11031655633456552,-0.00034688693704083563,-2.9843010514974595,410,1.7541893487450798e-05
49,22016,43,442,0.7403579153120518,-272.12247952380955,6.263598e-05,0.2723997235298157,0.0,-0.02430105209350586,1004.6190476190476,0.11031655633456552,-0.0011796948121627793,-2.984606018662453,420,1.7541893487450798e-05
50,22528,44,441,0.21902938801795244,-264.0713767272727,3.5201316e-05,0.018426328897476196,0.0,-0.49829041957855225,1005.2272727272727,0.11031655633456552,-0.00043250053422525523,-2.984853607416153,430,1.7541893487450798e-05
52,23040,45,442,0.08478771017398685,-264.0713767272727,0.00035675487,0.06242797523736954,0.0,-0.22847533226013184,1005.2272727272727,0.11031655633456552,-0.0017486801254563034,-2.9844687551259996,440,1.7541893487450798e-05
53,23552,46,441,0.0862503342796117,-257.6389466086957,0.00037476013,0.04366553947329521,0.0,-0.08357393741607666,1005.4347826086956,0.11031655633456552,-0.0017576114158146083,-2.984221875667572,450,1.7541893487450798e-05
54,24064,47,441,1.9254813373088837,-257.6389466086957,3.156159e-05,0.7855567336082458,0.0,-0.002851247787475586,1005.4347826086956,0.11031655633456552,-0.0007761848391965032,-2.982477441430092,460,1.7541893487450798e-05
55,24576,48,441,4.287781590223313,-258.8801237916667,2.4187611e-06,1.925265908241272,0.0,-0.019176840782165527,1004.2916666666666,0.11031655633456552,-0.00018271484877914191,-2.982294863462448,470,1.7541893487450798e-05
56,25088,49,441,2.0452985763549805,-259.19901496,0.0003426046,0.857559084892273,0.0,0.02174556255340576,1002.92,0.11031655633456552,-0.0023319824482314288,-2.982034206390381,480,1.7541893487450798e-05
57,25600,50,441,5.616361129283905,-259.19901496,6.8574445e-06,2.69868803024292,0.0,-0.027059435844421387,1002.92,0.11031655633456552,-0.00012944818008691071,-2.9820698708295823,490,1.7541893487450798e-05
59,26112,51,441,2.3281748577952386,-262.39782169230773,4.570815e-06,1.0299527645111084,0.0,0.061088383197784424,1002.6923076923077,0.11031655633456552,-0.0002802637085551396,-2.98258475959301,500,1.7541893487450798e-05
60,26624,52,441,2.7544786274433135,-262.39782169230773,4.3092296e-06,1.216968297958374,0.0,-0.045944929122924805,1002.6923076923077,0.11031655633456552,-0.00019706384046003222,-2.9822695314884187,510,1.7541893487450798e-05
61,27136,53,441,0.9381551057100296,-258.42030544444447,1.5722588e-05,0.3607095181941986,0.0,-0.09440433979034424,1003.5555555555555,0.11031655633456552,-0.0005142606620211154,-2.9827153086662292,520,1.7541893487450798e-05
62,27648,54,441,0.5594843469560147,-258.42030544444447,3.3122487e-05,0.16130876541137695,0.0,-0.03452193737030029,1003.5555555555555,0.11031655633456552,-0.000653236779908184,-2.982612210512161,530,1.7541893487450798e-05
63,28160,55,441,24.647059893608095,-269.55905239285715,3.0187657e-06,11.326916694641113,0.0,0.007489800453186035,1001.3928571428571,0.11031655633456552,-0.00017265673959627749,-2.9825735300779344,540,1.7541893487450798e-05
64,28672,56,441,46.27905988693237,-269.55905239285715,8.5739885e-07,25.964948654174805,0.0,-0.0013920068740844727,1001.3928571428571,0.11031655633456552,-0.0001442055101506412,-2.9827177107334135,550,1.7541893487450798e-05
66,29184,57,441,1.7361235320568085,-265.7014653793104,9.344774e-06,0.7658337354660034,0.0,-0.07002508640289307,1001.551724137931,0.11031655633456552,-0.0003648905782029033,-2.9825165420770645,560,1.7541893487450798e-05
67,29696,58,441,3.7511815249919893,-265.7014653793104,0.00027380465,2.301908493041992,0.0,-0.0035709142684936523,1001.551724137931,0.11031655633456552,-0.0017391094064805658,-2.981642720103264,570,1.7541893487450798e-05
68,30208,59,441,96.23996324539185,-281.9451800666667,6.732298e-06,49.89157485961914,0.0,-0.00370943546295166,998.0,0.11031655633456552,6.54279487207532e-05,-2.98084242939949,580,1.7541893487450798e-05
69,30720,60,441,69.59574422836303,-281.9451800666667,8.244533e-07,37.18794631958008,0.0,-0.006480216979980469,998.0,0.11031655633456552,-0.00010900933993980288,-2.9804555118083953,590,1.7541893487450798e-05
70,31232,61,441,0.8018010586500168,-278.2863868709678,4.9291644e-05,0.3769867420196533,0.0,-0.04386699199676514,997.9677419354839,0.11031655633456552,-0.0007731661666184664,-2.9806782633066176,600,1.7541893487450798e-05
71,31744,62,441,1.398449356853962,-278.2863868709678,2.2868626e-05,0.6541653871536255,0.0,-0.05918776988983154,997.9677419354839,0.11031655633456552,-0.000492266152286902,-2.9806572824716566,610,1.7541893487450798e-05
73,32256,63,441,1.842364749312401,-276.18989740625,0.0001868672,0.9682206511497498,0.0,-0.029014229774475098,997.65625,0.11031655633456552,-0.0014726693741977214,-2.9806139767169952,620,1.7541893487450798e-05
74,32768,64,440,1.9832866087555885,-276.18989740625,0.00018448476,0.961292564868927,0.0,0.036044299602508545,997.65625,0.11031655633456552,-0.0014618009561672806,-2.9795375555753707,630,1.7541893487450798e-05
75,33280,65,440,18.394068598747253,-280.60378693939396,9.192969e-06,9.94071102142334,0.0,0.042393267154693604,996.6969696969697,0.11031655633456552,-0.00018953470280393958,-2.978628608584404,640,1.7541893487450798e-05
76,33792,66,441,75.26154580116273,-280.60378693939396,4.2503234e-07,38.16358184814453,0.0,0.0022014975547790527,996.6969696969697,0.11031655633456552,-7.208259194158018e-05,-2.978002056479454,650,1.7541893487450798e-05
77,34304,67,440,113.9748724937439,-301.044764,2.96277e-07,62.229766845703125,0.0,-0.021635055541992188,994.7058823529412,0.11031655633456552,-6.331303156912327e-05,-2.9779247522354124,660,1.7541893487450798e-05
79,34816,68,440,42.73271269798279,-315.0461091714286,4.884787e-07,23.51888656616211,0.0,-0.016488194465637207,993.9428571428572,0.11031655633456552,-5.6138605577871205e-05,-2.9779462993144987,670,1.7541893487450798e-05
80,35328,69,440,45.54041714668274,-315.0461091714286,1.0657823e-06,23.26295280456543,0.0,-0.007505178451538086,993.9428571428572,0.11031655633456552,-0.0001328914484474808,-2.97790185213089,680,1.7541893487450798e-05
81,35840,70,440,3.256269580125809,-309.8259816388889,6.91053e-06,1.6024466753005981,0.0,-0.19945776462554932,993.4444444444445,0.11031655633456552,-0.0002688206848688424,-2.9776602745056153,690,1.7541893487450798e-05
82,36352,71,439,3.0136316806077956,-309.8259816388889,7.0662936e-06,1.585536003112793,0.0,-0.06078016757965088,993.4444444444445,0.11031655633456552,-0.00022346893092617393,-2.977537530660629,700,1.7541893487450798e-05
83,36864,72,439,2.3714221730828284,-305.13429381081085,8.2199695e-06,1.117952823638916,0.0,-0.061937570571899414,993.0,0.11031655633456552,-0.0002101935911923647,-2.9774562299251555,710,1.7541893487450798e-05
84,37376,73,439,0.7397802740335464,-305.13429381081085,9.751145e-05,0.343656063079834,0.0,-0.0317000150680542,993.0,0.11031655633456552,-0.0013202469097450375,-2.9774062246084214,720,1.7541893487450798e-05
86,37888,74,439,0.05574421901255846,-301.9600961578948,0.00075167615,-0.012942388653755188,0.0,-1.5588805675506592,992.6315789473684,0.11031655633456552,-0.002613026066683233,-2.976702260971069,730,1.7541893487450798e-05
87,38400,75,440,0.49254649989306926,-301.9600961578948,0.00029255624,0.26188570261001587,0.0,0.05329841375350952,992.6315789473684,0.11031655633456552,-0.0012717606965452432,-2.9729151338338853,740,1.7541893487450798e-05
88,38912,76,440,0.47818843424320223,-296.65315171794873,7.234083e-05,0.08608489483594894,0.0,-0.295989990234375,992.8461538461538,0.11031655633456552,-0.00075088229496032,-2.9715872049331664,750,1.7541893487450798e-05
89,39424,77,439,0.13814223611261695,-296.65315171794873,0.00049757224,0.011610950343310833,0.0,-0.08702874183654785,992.8461538461538,0.11031655633456552,-0.0018323429714655504,-2.9725802570581434,760,1.7541893487450798e-05
90,39936,78,439,0.15344811680261045,-294.80007080000007,8.265127e-05,0.009557822719216347,0.0,-0.9096615314483643,992.375,0.11031655633456552,-0.0003804382577072829,-2.975072067975998,770,1.7541893487450798e-05
92,40448,79,439,7.957344448566436,-294.80007080000007,7.863971e-06,4.825986862182617,0.0,-0.00022470951080322266,992.375,0.11031655633456552,-6.127830129116773e-05,-2.9758715361356733,780,1.7541893487450798e-05
93,40960,80,439,7.063410511612892,-296.88346592682933,5.777576e-06,3.2591867446899414,0.0,-0.006685137748718262,990.560975609756,0.11031655633456552,-0.0002770965162198991,-2.976038971543312,790,1.7541893487450798e-05
94,41472,81,439,30.107020950317384,-296.88346592682933,8.002273e-06,21.068174362182617,0.0,0.009947001934051514,990.560975609756,0.11031655633456552,-0.0003555841976776719,-2.9758853167295456,800,1.7541893487450798e-05
95,41984,82,439,0.6792085312306881,-292.7714692380953,4.1345018e-05,0.23503659665584564,0.0,-0.6105506420135498,990.547619047619,0.11031655633456552,-0.0008472256595268846,-2.9764121234416963,810,1.7541893487450798e-05
96,42496,83,439,1.1355930648744106,-292.7714692380953,3.1916075e-05,0.36236101388931274,0.0,-0.1493222713470459,990.547619047619,0.11031655633456552,-0.0006515238230349496,-2.9757484287023543,820,1.7541893487450798e-05
97,43008,84,439,0.6104728426784277,-288.0341798837209,3.5320292e-05,0.15880198776721954,0.0,-0.26843369007110596,990.2558139534884,0.11031655633456552,-0.0005317332223057746,-2.974999409914017,830,1.7541893487450798e-05
99,43520,85,439,0.26998165030963717,-288.0341798837209,0.00013444445,0.05067882314324379,0.0,-0.05855906009674072,990.2558139534884,0.11031655633456552,-0.0011373284112778492,-2.9738119035959243,840,1.7541893487450798e-05
100,44032,86,439,0.019272983889095485,-283.5599044318182,0.0017665756,-0.026566917076706886,0.014453125,-1.2806956768035889,989.9090909090909,0.11031655633456552,-0.006072531233076006,-2.972198894619942,850,1.7541893487450798e-05
101,44544,87,439,4.13423972427845,-285.9771158444445,0.00011455489,1.8798456192016602,0.0,0.01008838415145874,988.9111111111112,0.11031655633456552,-0.0011198867112398147,-2.9695944249629975,860,1.7541893487450798e-05
102,45056,88,439,33.12001295089722,-293.9052268913043,8.395291e-06,17.694604873657227,0.0,-0.01374506950378418,979.3695652173913,0.11031655633456552,-0.00010054201702587306,-2.968796840310097,870,1.7541893487450798e-05
103,45568,89,438,670.0144634246826,-304.41587161702125,1.6274862e-07,428.06097412109375,0.0,0.0011879801750183105,966.7659574468086,0.11031655633456552,-3.7782685831189154e-05,-2.9689882546663284,880,1.7541893487450798e-05
105,46080,90,438,1068.9229095458984,-304.41587161702125,1.0232907e-07,868.9468994140625,0.0,-0.0022259950637817383,966.7659574468086,0.11031655633456552,-4.5665923971682786e-05,-2.9690742582082748,890,1.7541893487450798e-05
106,46592,91,438,1.608528909087181,-300.0543976666667,1.7598853e-05,0.6196916103363037,0.0,-0.5814657211303711,966.9166666666666,0.11031655633456552,-0.0004820869886316359,-2.968931573629379,900,1.7541893487450798e-05
107,47104,92,438,0.8460665166378021,-300.0543976666667,3.3296063e-05,0.2863536477088928,0.0,-0.05582475662231445,966.9166666666666,0.11031655633456552,-0.0005788184207631275,-2.9687108904123307,910,1.7541893487450798e-05
108,47616,93,438,0.43897470496594904,-296.5006345510204,6.61636e-05,0.1036030650138855,0.0,-0.025495052337646484,966.2244897959183,0.11031655633456552,-0.00103942749556154,-2.9681857615709304,920,1.7541893487450798e-05
109,48128,94,438,3.1961235016584397,-291.70850344,0.0006568007,2.0648372173309326,0.0,0.001106858253479004,955.48,0.11031655633456552,-0.0034703198005445303,-2.9684886991977693,930,1.7541893487450798e-05
110,48640,95,438,2.1909538112580775,-291.70850344,0.00035057077,0.19934514164924622,0.0,-0.025019049644470215,955.48,0.11031655633456552,-0.0013786968542262913,-2.969333890080452,940,1.7541893487450798e-05
112,49152,96,438,0.09892239321488887,-287.8911650392157,0.0003441797,0.007787549868226051,0.0,-0.13223063945770264,955.1372549019608,0.11031655633456552,-0.0015198794266325422,-2.9702812492847444,950,1.7541893487450798e-05
113,49664,97,438,0.079933614237234,-287.8911650392157,0.0012763555,0.050147730857133865,0.0,0.05606502294540405,955.1372549019608,0.11031655633456552,-0.003848852077499032,-2.9700020104646683,960,1.7541893487450798e-05
114,50176,98,438,0.019855788652785124,-284.6467635961539,0.0011202745,-0.008215434849262238,0.0,-0.054666996002197266,955.4615384615385,0.11031655633456552,-0.0041505781817249955,-2.9657849460840224,970,1.7541893487450798e-05
115,50688,99,438,192.88241004943848,-300.2964902075472,3.401097e-05,99.67869567871094,0.0,-0.006929278373718262,952.9622641509434,0.11031655633456552,-0.00011624916223809122,-2.962902230024338,980,1.7541893487450798e-05
116,51200,100,438,467.6302085876465,-300.2964902075472,4.284084e-08,255.36170959472656,0.0,0.004767417907714844,952.9622641509434,0.11031655633456552,-2.8990428836550565e-05,-2.962407720088959,990,1.7541893487450798e-05
118,51712,101,438,896.4497169494629,-330.2565394444445,3.7252903e-09,495.3779296875,0.0,-0.006495237350463867,949.2222222222222,0.11031655633456552,-1.6545999096706508e-05,-2.9621042549610137,1000,1.7541893487450798e-05
119,52224,102,437,72.32704062461853,-331.188333625,7.813214e-06,34.27547073364258,0.0,-0.00038421154022216797,929.6607142857143,0.11031655633456552,-0.00025561988586559893,-2.961812084913254,1010,1.7541893487450798e-05
120,52736,103,437,284.74464588165284,-331.188333625,2.3900066e-07,157.33056640625,0.0,0.006759524345397949,929.6607142857143,0.11031655633456552,-4.359509912319481e-05,-2.9616837739944457,1020,1.7541893487450798e-05
121,53248,104,437,2.411268427968025,-327.0478909473684,5.585025e-06,1.0536861419677734,0.0,0.03370910882949829,929.7719298245614,0.11031655633456552,-0.00026459687214810403,-2.9619743883609773,1030,1.7541893487450798e-05
122,53760,105,437,1.4271736904978751,-327.0478909473684,0.00025551766,0.7844081521034241,0.0,0.028470873832702637,929.7719298245614,0.11031655633456552,-0.0018750082177575677,-2.9609460562467573,1040,1.7541893487450798e-05
124,54272,106,437,9.64453831911087,-328.0644735689655,9.762938e-06,4.942950248718262,0.0,-0.00298464298248291,929.6206896551724,0.11031655633456552,-3.4001842141151426e-05,-2.959760311245918,1050,1.7541893487450798e-05
125,54784,107,437,9.157638502120971,-328.0644735689655,3.8447324e-06,4.639709949493408,0.0,0.0008100271224975586,929.6206896551724,0.11031655633456552,-0.00019937250763177872,-2.9604225516319276,1060,1.7541893487450798e-05
126,55296,108,437,10.829763984680175,-329.97240569491527,1.8596184e-06,5.4360480308532715,0.0,-0.07291042804718018,929.5932203389831,0.11031655633456552,-0.00012085039634257555,-2.9603521078824997,1070,1.7541893487450798e-05
127,55808,109,437,3.690286433696747,-326.59927638333335,1.4473568e-05,1.8442232608795166,0.0,-0.004450559616088867,929.4166666666666,0.11031655633456552,-0.0004601544176694006,-2.960335433483124,1080,1.7541893487450798e-05
128,56320,110,436,1.142694991827011,-326.59927638333335,4.8811664e-05,0.45993751287460327,0.0,-0.0761866569519043,929.4166666666666,0.11031655633456552,-0.0010020335495937616,-2.960136166214943,1090,1.7541893487450798e-05
130,56832,111,436,21.733613586425783,-329.71317839344266,2.1730084e-06,11.436634063720703,0.0,-0.005068540573120117,927.8196721311475,0.11031655633456552,-7.838214514777064e-05,-2.959476199746132,1100,1.7541893487450798e-05
131,57344,112,436,14.795519363880157,-329.71317839344266,1.1822442e-05,7.91637659072876,0.0,-0.022550225257873535,927.8196721311475,0.11031655633456552,-0.0004088174784556031,-2.9594298720359804,1110,1.7541893487450798e-05
132,57856,113,436,2.4852470740675927,-326.2837103870968,1.4788355e-05,1.174875259399414,0.0,0.039274632930755615,928.2096774193549,0.11031655633456552,-0.0004769259772729129,-2.960154289007187,1120,1.7541893487450798e-05
133,58368,114,437,2.373727762699127,-326.2837103870968,1.593493e-05,1.1481705904006958,0.0,-0.05030977725982666,928.2096774193549,0.11031655633456552,-0.0005161197332199663,-2.959615206718445,1130,1.7541893487450798e-05
134,58880,115,436,1.5719493627548218,-322.72333720634924,1.23959035e-05,0.5929595232009888,0.0,0.05434584617614746,928.3492063492064,0.11031655633456552,-0.00028320031124167143,-2.9602123975753782,1140,1.7541893487450798e-05
135,59392,116,437,1.3219324707984925,-322.72333720634924,3.2416312e-05,0.5308180451393127,0.0,-0.1767481565475464,928.3492063492064,0.11031655633456552,-0.0006117350363638252,-2.9600603848695757,1150,1.7541893487450798e-05
137,59904,117,436,0.5630241580307483,-319.063277109375,4.309218e-05,0.13509026169776917,0.0,-0.03890049457550049,928.140625,0.11031655633456552,-0.0005004773382097482,-2.9602259427309034,1160,1.7541893487450798e-05
138,60416,118,436,2.7969144374132155,-319.1187992923077,4.8424117e-05,1.2092067003250122,0.0,-0.03901803493499756,928.3384615384615,0.11031655633456552,-0.0009136593900620938,-2.9600025594234465,1170,1.7541893487450798e-05
139,60928,119,436,6.748589646816254,-319.1187992923077,1.0750955e-05,3.0958852767944336,0.0,-0.001349329948425293,928.3384615384615,0.11031655633456552,-0.00036121118901064617,-2.958892807364464,1180,1.7541893487450798e-05
140,61440,120,436,1.3605452805757523,-316.8498683030303,3.2781973e-05,0.5141680836677551,0.0,0.0902630090713501,925.2272727272727,0.11031655633456552,-0.0006235112145077437,-2.9582812190055847,1190,1.7541893487450798e-05
141,61952,121,436,50.56748099327088,-326.29501159701493,0.0001282671,16.045133590698242,0.0,0.0014895796775817871,920.9701492537314,0.11031655633456552,-0.0017984807200264186,-2.957690307497978,1200,1.7541893487450798e-05
143,62464,122,436,827.212010192871,-326.29501159701493,4.697591e-06,507.16839599609375,0.0,-0.0010983943939208984,920.9701492537314,0.11031655633456552,8.486917940899729e-05,-2.9571083337068558,1210,1.7541893487450798e-05
144,62976,123,436,0.15030120820738374,-324.55247502941177,0.0002175091,0.015348597429692745,0.0,-0.9074978828430176,920.4852941176471,0.11031655633456552,-0.0011364911682903767,-2.9559786796569822,1220,1.7541893487450798e-05
145,63488,124,436,15.303376936912537,-321.4345859710145,0.00043456198,8.608184814453125,0.0,-0.012990355491638184,919.6231884057971,0.11031655633456552,-0.002373323525534943,-2.9528682351112367,1230,1.7541893487450798e-05
146,64000,125,436,8.027053247392178,-321.4345859710145,0.00094835064,6.969756603240967,0.0,0.012026309967041016,919.6231884057971,0.11031655633456552,-0.004100508720148355,-2.9533766537904738,1240,1.7541893487450798e-05
147,64512,126,436,586.5307487487793,-342.0002615142857,2.3525325e-05,334.2062683105469,0.0,0.009662747383117676,917.8142857142857,0.11031655633456552,-0.0002862047986127436,-2.957130217552185,1250,1.7541893487450798e-05
149,65024,127,436,264.09069480895994,-342.0002615142857,4.4959597e-07,154.22486877441406,0.0,-0.002318739891052246,917.8142857142857,0.11031655633456552,-9.344832506030798e-05,-2.957583686709404,1260,1.7541893487450798e-05
150,65536,128,436,0.07327123987488449,-339.9285336760563,0.001101357,-0.0027486057952046394,0.0,-0.802504301071167,917.7605633802817,0.11031655633456552,-0.004987074335804209,-2.957914265990257,1270,1.7541893487450798e-05
